Hardiness,Species,Mortality_pct,Age,TEC_MgCkmyr_min,TEC_MgCkmyr_max,TEC_MgCkmyr_wavg,TEC_MgCkm_min,TEC_MgCkm_max,TEC_MgCkm_wavg,Biom_MgCkmyr_min,Biom_MgCkmyr_max,Biom_MgCkmyr_wavg,Biom_MgCkm_min,Biom_MgCkm_max,Biom_MgCkm_wavg,DOM_MgCkmyr_min,DOM_MgCkmyr_max,DOM_MgCkmyr_wavg,DOM_MgCkm_min,DOM_MgCkm_max,DOM_MgCkm_wavg,Stems_min,Stems_max,Stems_wavg,km_per_ha_min,km_per_ha_max,km_per_ha_wavg,Stems_tosum1ha_min,Stems_tosum1ha_max,Stems_tosum1ha_wavg
2A,White spruce,50,55,1.656539679,1.946882486,1.748552297,122.0172729,164.1753693,127.6904829,1.397404671,1.521889329,1.461769829,62.79518127,66.09297943,63.32525149,0.225054741,0.475117594,0.286782492,59.22209549,100.9719696,64.36523422,318,318,318,2.545824847,2.545824847,2.545824847,1272.912424,1272.912424,1272.912424
2A,White spruce,50,56,1.493531585,2.051609516,1.73859377,123.7746887,165.6689148,129.429078,1.427346468,1.497640014,1.437063587,64.22252655,67.59062195,64.76231344,0.023342658,0.553969443,0.30153018,59.55216599,100.9953156,64.66676593,318,318,318,2.545824847,2.545824847,2.545824847,1272.912424,1272.912424,1272.912424
2A,White spruce,50,57,1.627099991,1.82331872,1.792090804,125.5884171,167.2960052,131.2211707,1.387198806,1.526875854,1.469239267,65.67332458,68.97782135,66.23155354,0.194006205,0.362924814,0.322851526,59.91508865,101.1893158,64.98961474,318,318,318,2.545824847,2.545824847,2.545824847,1272.912424,1272.912424,1272.912424
2A,White spruce,50,58,1.619005442,2.044644594,1.953992661,127.5781708,169.3406525,133.1751636,1.40792048,1.620433211,1.469155379,67.13656616,70.59825134,67.70070941,-0.001427746,0.52651751,0.484837302,60.28339386,101.6215363,65.47445273,318,318,318,2.545824847,2.545824847,2.545824847,1272.912424,1272.912424,1272.912424
2A,White spruce,50,59,1.54393971,1.902333856,1.682445428,129.2850952,171.242981,134.8576041,1.382881761,1.494214296,1.42433862,68.51944733,72.04600525,69.12504898,0.049725484,0.469118178,0.258106855,60.61588287,102.0906525,65.73256008,318,318,318,2.545824847,2.545824847,2.545824847,1272.912424,1272.912424,1272.912424
2A,White spruce,50,60,1.689590812,1.799313664,1.75524573,131.0447845,172.9325714,136.6128519,1.452308655,1.505748391,1.459618843,69.97241211,73.52542877,70.58466899,0.183842465,0.319892824,0.295626928,60.93577576,102.274498,66.02818714,318,318,318,2.545824847,2.545824847,2.545824847,1272.912424,1272.912424,1272.912424
2B,Caragana,0,1,,,,59.07855988,121.1340103,96.04698392,,,,0,0,0,,,,59.07855988,121.1340103,96.04698392,527,527,527,27.62313388,27.62313388,27.62313388,13811.56694,13811.56694,13811.56694
2B,Caragana,0,2,-0.39784044,-0.193606526,-0.290109866,58.77807236,120.8079681,95.75687305,0,0.001997868,0.001388948,0,0.001997868,0.001388948,-0.399646878,-0.194891393,-0.291498815,58.7768898,120.8061676,95.75548387,527,527,527,12.21011683,12.21011683,12.21011683,6105.058415,6105.058415,6105.058415
2B,Caragana,0,3,-0.386298656,-0.185102955,-0.279536076,58.4859314,120.4932632,95.47733802,0.008033261,0.036534265,0.010396811,0.009218273,0.036534265,0.011785759,-0.397649288,-0.193729788,-0.289932883,58.47671127,120.4800949,95.46555095,527,527,527,7.573899439,7.573899439,7.573899439,3786.949719,3786.949719,3786.949719
2B,Caragana,0,4,-0.365402669,-0.168697521,-0.257854662,58.20960236,120.199234,95.21948308,0.021384614,0.154630601,0.029228077,0.030602885,0.191164866,0.041013836,-0.394273162,-0.191529825,-0.287082737,58.17900085,120.1570816,95.17846931,527,527,527,5.397177368,5.397177368,5.397177368,2698.588684,2698.588684,2698.588684
2B,Caragana,0,5,-0.33558017,0.003270686,-0.224827237,57.95688629,119.9351273,94.99465612,0.04108179,0.349678993,0.05740255,0.071684673,0.540843844,0.098416384,-0.389339805,-0.187928542,-0.282229789,57.88520432,119.8389511,94.89624049,527,527,527,4.555101312,4.555101312,4.555101312,2277.550656,2277.550656,2277.550656
2B,Caragana,0,6,-0.297857732,0.163226262,-0.185202536,57.7358284,119.7105713,94.80945461,0.067011029,0.478654444,0.089683615,0.138695702,1.019498348,0.188100001,-0.381818533,-0.182209253,-0.27488615,57.59712982,119.528244,94.62135351,527,527,527,4.091364806,4.091364806,4.091364806,2045.682403,2045.682403,2045.682403
2B,Caragana,0,7,-0.254996389,0.324027508,-0.13878629,57.55472183,119.5313721,94.67066695,0.099064812,0.608475804,0.12824586,0.237760514,1.627974153,0.316345861,-0.373409092,-0.175564781,-0.267032148,57.31695938,119.223999,94.3543209,527,527,527,3.73631291,3.73631291,3.73631291,1868.156455,1868.156455,1868.156455
2B,Caragana,0,8,-0.203686923,0.366896421,-0.086508867,57.42158127,119.4118423,94.58415975,0.137127057,0.619767129,0.16872074,0.374887586,2.247741222,0.485066602,-0.361326933,-0.166658029,-0.255229607,57.04669571,118.9340057,94.09909059,527,527,527,3.453757039,3.453757039,3.453757039,1726.878519,1726.878519,1726.878519
2B,Caragana,0,9,-0.144387901,0.592196465,-0.020396581,57.3446312,119.3531113,94.56376135,0.181063622,0.799354434,0.221007593,0.555951178,3.047095776,0.706074193,-0.345212847,-0.155816182,-0.241404181,56.78868103,118.6531754,93.85768762,527,527,527,3.222315516,3.222315516,3.222315516,1611.157758,1611.157758,1611.157758
2B,Caragana,0,10,-0.073392533,0.734699965,0.052429336,57.33018494,119.3751907,94.61619082,0.230715901,0.891123056,0.275903005,0.786667109,3.938218832,0.981977196,-0.332237214,-0.13710542,-0.223473672,56.54351807,118.3955307,93.63421351,527,527,527,3.028457451,3.028457451,3.028457451,1514.228726,1514.228726,1514.228726
2B,Caragana,0,11,-0.00081155,0.768067122,0.127507669,57.39305878,119.4801559,94.74369901,0.285895199,0.902759671,0.333449811,1.072562337,4.840978622,1.315427013,-0.319279552,-0.118739307,-0.205942145,56.32049561,118.1575012,93.42827148,527,527,527,2.863158062,2.863158062,2.863158062,1431.579031,1431.579031,1431.579031
2B,Caragana,0,12,0.081520066,0.936693132,0.21376103,57.52942657,119.6755371,94.95745983,0.346377999,1.005479097,0.3994073,1.418940306,5.846457481,1.714834295,-0.290627569,-0.068786003,-0.185646269,56.11048889,117.9412766,93.24262639,527,527,527,2.720142403,2.720142403,2.720142403,1360.071202,1360.071202,1360.071202
2B,Caragana,0,13,0.176806808,0.989872038,0.307276388,57.75603485,119.964119,95.26473766,0.411902428,1.084282875,0.469439293,1.830842733,6.930740356,2.184273597,-0.274345428,-0.085982159,-0.162162902,55.92518997,117.7446442,93.08046284,527,527,527,2.594897671,2.594897671,2.594897671,1297.448835,1297.448835,1297.448835
2B,Caragana,0,14,0.280362308,1.123970032,0.408574219,58.07634354,120.3511353,95.67330927,0.482165456,1.075771332,0.540984555,2.31300807,8.006511688,2.725258124,-0.244585484,0.048198752,-0.132410326,55.76333618,117.5682831,92.94805151,527,527,527,2.48408628,2.48408628,2.48408628,1242.04314,1242.04314,1242.04314
2B,Caragana,0,15,0.395291626,1.161716938,0.511039387,58.48826981,121.2677917,96.18434929,0.556819379,1.122700214,0.618686453,2.869827509,9.129212379,3.343944626,-0.215256304,0.039016716,-0.107647071,55.61844254,117.423439,92.84040476,527,527,527,2.38518096,2.38518096,2.38518096,1192.59048,1192.59048,1192.59048
2B,Caragana,0,16,0.501455426,1.31761384,0.627384682,59.03547668,122.5854034,96.81173516,0.635471165,1.248901963,0.702966088,3.505298615,10.37811375,4.046910737,-0.198604092,0.068711914,-0.075581403,55.53017807,117.3266602,92.76482499,527,527,527,2.296229111,2.296229111,2.296229111,1148.114556,1148.114556,1148.114556
2B,Caragana,0,17,0.618143857,1.337197542,0.744603202,59.67715073,123.9225998,97.55633878,0.71768111,1.236560225,0.785707271,4.222980022,11.61467457,4.832617956,-0.135010943,0.100637399,-0.041104069,55.45417023,117.2549591,92.72371855,527,527,527,2.215695658,2.215695658,2.215695658,1107.847829,1107.847829,1107.847829
2B,Caragana,0,18,0.732487321,1.485913277,0.872003419,60.45070648,125.4085159,98.42834198,0.802963138,1.308838248,0.874250501,5.025942802,12.92351246,5.70686846,-0.107822806,0.177075103,-0.002247086,55.42476273,117.247345,92.7214715,527,527,527,2.142355299,2.142355299,2.142355299,1071.17765,1071.17765,1071.17765
2B,Caragana,0,19,0.870039999,1.652464747,1.005421082,61.38391876,127.0609818,99.43376181,0.890783906,1.385489941,0.965230142,5.916727066,14.30900192,6.672098652,-0.078694835,0.266974807,0.040190945,55.46718979,117.270401,92.76166314,527,527,527,2.075216829,2.075216829,2.075216829,1037.608415,1037.608415,1037.608415
2B,Caragana,0,20,0.953372896,1.641977191,1.141986372,62.39392471,128.7029572,100.5757484,0.980567575,1.445982456,1.057338297,6.897294521,15.75498486,7.729436897,-0.067531645,0.214433327,0.08464808,55.49662781,117.3282166,92.84631167,527,527,527,2.013468835,2.013468835,2.013468835,1006.734418,1006.734418,1006.734418
2B,Caragana,0,21,1.120740533,1.706175923,1.246045517,63.5544548,130.4091339,101.8217945,1.071696281,1.460424066,1.14890162,7.968990803,17.21540833,8.87833849,0.00508699,0.245751917,0.097143901,55.58546448,117.3638382,92.94345574,527,527,527,1.956440001,1.956440001,1.956440001,978.2200003,978.2200003,978.2200003
2B,Caragana,0,22,1.249460578,1.888787746,1.415372813,64.80391693,132.2979279,103.2371659,1.163512111,1.616378069,1.245856184,9.132502556,18.83178711,10.12419481,-0.007727392,0.272409737,0.169516629,55.67141342,117.5321884,93.11297097,527,527,527,1.903569596,1.903569596,1.903569596,951.784798,951.784798,951.784798
2B,Caragana,0,23,1.365159392,1.90957725,1.534647525,66.25283051,134.2075043,104.7718122,1.255325437,1.514971972,1.333496865,10.38782787,20.34675789,11.45769162,0.054714549,0.394605339,0.201150647,55.86500168,117.70327,93.31412192,527,527,527,1.854385205,1.854385205,1.854385205,927.1926026,927.1926026,927.1926026
2B,Caragana,0,24,1.52007103,1.892128706,1.645561593,67.8270874,136.0996246,106.4173748,1.346419811,1.520602942,1.423924853,11.73424816,21.86736107,12.88161645,0.130733073,0.371525824,0.22163673,56.09283447,117.9015198,93.53575908,527,527,527,1.808485688,1.808485688,1.808485688,904.2428438,904.2428438,904.2428438
2B,Caragana,0,25,1.671988487,2.068505287,1.811582143,69.5373764,138.1681366,108.2289586,1.436056018,1.709572315,1.519095764,13.1703043,23.57693481,14.40071222,0.1333974,0.358933002,0.292486355,56.36706924,118.2187881,93.82824574,527,527,527,1.765527982,1.765527982,1.765527982,882.7639912,882.7639912,882.7639912
2B,Caragana,0,26,1.824063897,2.162279129,1.985896974,71.4499054,140.3304138,110.2148524,1.523481011,1.704279661,1.605005251,14.69378471,25.28121376,16.00571726,0.220199078,0.478743285,0.380891682,56.75612259,118.5513077,94.20913799,527,527,527,1.725216773,1.725216773,1.725216773,862.6083863,862.6083863,862.6083863
2B,Caragana,0,27,1.9178406,2.272943735,2.099988817,73.36775208,142.6033478,112.3148438,1.607935548,1.856004238,1.693264071,16.30172157,27.13721848,17.6989817,0.261908263,0.559537232,0.406724722,57.06602859,118.9168243,94.61586219,527,527,527,1.687296306,1.687296306,1.687296306,843.6481528,843.6481528,843.6481528
2B,Caragana,0,28,2.020411253,2.348469019,2.181665701,75.38988495,144.951828,114.4965101,1.688667178,1.826517582,1.768172074,17.99038696,28.87590981,19.4671538,0.290779233,0.609776676,0.4134936,57.39949799,119.3489456,95.02935509,527,527,527,1.65154386,1.65154386,1.65154386,825.7719299,825.7719299,825.7719299
2B,Caragana,0,29,2.207884073,2.410568237,2.346169972,77.67868042,147.1597137,116.84268,1.76493001,1.901750088,1.844770625,19.75531769,30.67650414,21.31192458,0.407290876,0.575841963,0.501399341,57.92336273,119.7865906,95.53075561,527,527,527,1.617764479,1.617764479,1.617764479,808.8822394,808.8822394,808.8822394
2B,Caragana,0,30,1.965541005,2.531424284,2.442322919,80.0522995,149.1252441,119.2850016,1.321335077,1.97119236,1.897057242,21.59132767,31.99783897,23.2089813,0.34843725,0.644205987,0.545265675,58.46097565,120.3279114,96.07602077,527,527,527,1.585786694,1.585786694,1.585786694,792.893347,792.893347,792.893347
2B,Caragana,0,31,1.826508999,2.696706295,2.551954575,82.56065369,150.9517517,121.8369569,1.225110769,2.034215212,1.956865062,23.49254036,33.22294998,25.1658468,0.459071577,0.724083006,0.595089521,59.06811523,120.8131638,96.67111052,527,527,527,1.555459024,1.555459024,1.555459024,777.729512,777.729512,777.729512
2B,Caragana,0,32,1.856330872,2.799385786,2.617378734,85.191185,152.8080902,124.4543361,1.254087448,2.090244532,2.0145291,25.45244217,34.47703552,27.18037562,0.368093818,0.74425292,0.602849675,59.73873901,121.2795868,97.27395962,527,527,527,1.52664709,1.52664709,1.52664709,763.3235448,763.3235448,763.3235448
2B,Caragana,0,33,1.742255092,2.821115255,2.70424791,87.73249054,154.5503387,127.158584,1.301340818,2.138748646,2.065737628,27.46392822,35.77837753,29.24611321,0.440914333,0.737661421,0.638510291,60.26856613,121.8254089,97.91246901,527,527,527,1.499231219,1.499231219,1.499231219,749.6156096,749.6156096,749.6156096
2B,Caragana,0,34,1.8871032,2.932212114,2.758199342,90.45848846,156.4374542,129.9167845,1.276522756,2.179288626,2.106829508,29.5193634,37.05490112,31.35294294,0.455027819,0.783966541,0.651369825,60.93912888,122.5520554,98.56383983,527,527,527,1.473104452,1.473104452,1.473104452,736.5522261,736.5522261,736.5522261
2B,Caragana,0,35,1.8080163,3.113990545,2.857863431,93.12220001,158.2454681,132.7746459,1.267803907,2.211479187,2.140487267,31.61065865,38.32270432,33.49342969,0.342300564,0.936662376,0.717376162,61.51154327,123.096199,99.2812171,527,527,527,1.448170862,1.448170862,1.448170862,724.0854311,724.0854311,724.0854311
2B,Caragana,0,36,1.783780098,3.112742662,2.945219666,95.83120728,160.8836823,135.7198658,1.419388533,2.235026836,2.171440413,33.72935104,39.74209213,35.6648705,0.364391685,0.892558813,0.773779312,62.10185623,123.9540253,100.0549958,527,527,527,1.424344142,1.424344142,1.424344142,712.1720708,712.1720708,712.1720708
2B,Caragana,0,37,1.703812599,2.984294891,2.792549578,98.48022461,163.7809601,138.5124167,1.392591119,2.249719143,2.187530164,35.86668777,41.13468552,37.85240007,0.31122148,0.769039035,0.605019423,62.61353683,124.6015778,100.6600139,527,527,527,1.401546403,1.401546403,1.401546403,700.7732013,700.7732013,700.7732013
2B,Caragana,0,38,2.02112937,3.006804228,2.868930041,101.2929459,166.7877655,141.3813458,1.36979413,2.255437374,2.195005347,38.01371765,42.50447845,40.0474055,0.38877672,0.751366735,0.67392471,63.27922821,125.3529434,101.3339386,527,527,527,1.379707154,1.379707154,1.379707154,689.8535772,689.8535772,689.8535772
2B,Caragana,0,39,1.82034719,3.112580776,2.927573091,104.1824646,169.8099823,144.3089198,1.359483957,2.252153873,2.194092306,40.16139984,43.86396027,42.24149841,0.460863262,0.884069443,0.733480802,64.02106476,126.1230164,102.0674208,527,527,527,1.358762428,1.358762428,1.358762428,679.3812138,679.3812138,679.3812138
2B,Caragana,0,40,1.636592388,3.292220116,2.915314499,107.0220184,172.8687439,147.2242341,1.456634521,2.242978811,2.185525407,42.3006897,45.92690659,44.42702407,0.179957896,1.049241424,0.729789095,64.72132874,126.9418411,102.7972101,527,527,527,1.338654023,1.338654023,1.338654023,669.3270114,669.3270114,669.3270114
2B,Caragana,0,41,1.859975576,2.94257164,2.38960244,109.9645844,174.7287292,149.6138369,1.188879371,2.121954441,1.58604619,44.42264557,47.11578751,46.01307037,0.415807486,0.910658956,0.803556252,65.54194641,127.6129379,103.6007647,527,527,527,1.319328861,1.319328861,1.319328861,659.6644307,659.6644307,659.6644307
2B,Caragana,0,42,1.886581898,2.475921631,2.140002485,112.1899567,177.1896362,151.7538379,1.307088137,1.627555847,1.513063843,45.72973251,48.74334335,47.52613404,0.478567779,0.91828382,0.626938681,66.46022797,128.4462891,104.2277048,527,527,527,1.300738423,1.300738423,1.300738423,650.3692115,650.3692115,650.3692115
2B,Caragana,0,43,1.809004903,2.501460791,2.220270851,114.4502792,179.3997345,153.9741092,1.468918562,1.670031786,1.597374009,47.22233582,50.36485291,49.12350811,0.310278833,0.951783955,0.6228968,67.22794342,129.0348816,104.8506013,527,527,527,1.282838256,1.282838256,1.282838256,641.4191282,641.4191282,641.4191282
2B,Caragana,0,44,1.952191234,2.612602472,2.314503873,116.478241,181.6835022,156.2886141,1.424080133,1.718096972,1.603398972,48.76285934,52.08295059,50.72690714,0.487434,0.934960842,0.711104924,67.71537781,129.6005554,105.5617063,527,527,527,1.265587554,1.265587554,1.265587554,632.7937769,632.7937769,632.7937769
2B,Caragana,0,45,1.933158875,2.477723837,2.33916099,118.8977051,184.0102844,158.6277744,1.523798585,1.698733926,1.610242124,50.32045746,53.71535873,52.33714818,0.40936029,0.866378546,0.728918884,68.57724762,130.2949219,106.2906241,527,527,527,1.248948777,1.248948777,1.248948777,624.4743884,624.4743884,624.4743884
2B,Caragana,0,46,1.999861121,2.693130732,2.438796783,121.1771622,186.3804626,161.0665665,1.471342802,1.736130714,1.627273127,51.85107803,55.40034485,53.9644219,0.439086556,1.026048422,0.811523683,69.32608032,130.9801178,107.1021473,527,527,527,1.232887329,1.232887329,1.232887329,616.4436647,616.4436647,616.4436647
2B,Caragana,0,47,2.088250637,2.57896328,2.360848858,123.4308701,188.9594269,163.4274197,1.565268755,1.761635423,1.661130384,53.43787384,57.16197968,55.62555213,0.475306481,0.817327797,0.699718475,69.99299622,131.7974548,107.8018682,527,527,527,1.217371269,1.217371269,1.217371269,608.6856345,608.6856345,608.6856345
2B,Caragana,0,48,2.249377728,2.708536386,2.511714158,125.942421,191.2800903,165.939134,1.564454317,1.850019097,1.742287367,55.05028915,58.91017532,57.36783945,0.556589484,0.944185972,0.769426826,70.89213562,132.3699036,108.5712914,527,527,527,1.202371052,1.202371052,1.202371052,601.1855259,601.1855259,601.1855259
2B,Caragana,0,49,1.98141098,2.714206457,2.484589514,128.2120972,193.7976379,168.4237222,1.507621169,1.860176325,1.777523273,56.67739487,60.72902298,59.14536238,0.443732232,0.854030252,0.707066311,71.53469849,133.0686188,109.2783592,527,527,527,1.187859307,1.187859307,1.187859307,593.9296536,593.9296536,593.9296536
2B,Caragana,0,50,2.169647217,2.779158115,2.477536685,130.9912567,196.0007324,170.9012638,1.607943177,1.848976493,1.768307384,58.31655121,62.48899841,60.91367029,0.403280437,1.140004396,0.709229308,72.67470551,133.511734,109.9875892,527,527,527,1.173810637,1.173810637,1.173810637,586.9053186,586.9053186,586.9053186
2B,Caragana,0,51,2.097698689,2.918255568,2.657086529,133.3754272,198.877121,173.5583474,1.671528816,1.996272087,1.878980528,60.04620743,64.48526764,62.79265012,0.297194064,1.047844172,0.778105946,73.32922363,134.391861,110.7656966,527,527,527,1.160201439,1.160201439,1.160201439,580.1007193,580.1007193,580.1007193
2B,Caragana,0,52,2.125030756,2.807890415,2.591332003,135.8567352,201.3699188,176.1496773,1.762171149,1.924610138,1.846469856,61.87892914,66.30509186,64.63912085,0.362859458,0.899749994,0.744862142,73.97780609,135.0648193,111.5105577,527,527,527,1.147009744,1.147009744,1.147009744,573.504872,573.504872,573.504872
2B,Caragana,0,53,2.283310175,2.950783253,2.715123791,138.3968658,204.1629639,178.8647982,1.709426522,2.003993511,1.906726644,63.65301514,68.27178955,66.54584823,0.396108687,1.026508093,0.808397155,74.74385834,135.8911743,112.3189538,527,527,527,1.134215079,1.134215079,1.134215079,567.1075394,567.1075394,567.1075394
