Table 3. SLC polygons (2011) to be modelled in the Holos V4 simulations,,,,Polygon centroid coordinates,,Final yield (SAD/Interpolated 2009-2018 avg.)
SLC polygon #,Ecodistrict #,SLC polygon area (ha),Ecodistrict area (ha),Latitude,Longitude,2009-2018  tame hay (mixed) yield (kg/ha)
550008,550,"26,157","2,681,961",45.923695,-81.96729,5642
550010,550,"20,171","2,681,961",45.789312,-81.992042,5642
550012,550,"24,423","2,681,961",45.808689,-82.158072,5642
550014,550,"4,114","2,681,961",45.874764,-82.484099,5642
550015,550,"10,806","2,681,961",45.820966,-81.90963,5642
550016,550,"1,156,477","2,681,961",45.154228,-81.519396,5642
550017,550,"97,664","2,681,961",45.55433,-82.165095,5642
550018,550,"159,836","2,681,961",45.627015,-82.648891,5642
550019,550,"6,684","2,681,961",45.682272,-81.827948,5642
550021,550,"5,788","2,681,961",45.640434,-82.021697,5642
550025,550,"9,124","2,681,961",44.961772,-81.284488,5642
550027,550,"479,685","2,681,961",44.594258,-81.831185,5642
550028,550,"6,453","2,681,961",44.635914,-81.22249,5642
551001,551,"121,341","956,844",44.710853,-80.309457,5642
551002,551,"112,863","956,844",44.73203,-79.998528,5642
551005,551,"20,784","956,844",44.699672,-79.435023,5642
551007,551,"9,789","956,844",44.712092,-79.609998,5642
551008,551,"34,108","956,844",44.645619,-80.513704,5642
551009,551,"26,359","956,844",44.672294,-79.701799,5642
551010,551,"62,350","956,844",44.659867,-80.658894,5642
551011,551,"10,957","956,844",44.639219,-79.578825,5642
551012,551,"47,288","956,844",44.470192,-79.540436,5642
551013,551,"15,202","956,844",44.665024,-80.827062,5642
551014,551,"54,067","956,844",44.352351,-79.506206,5642
551015,551,"5,288","956,844",44.533219,-79.87056,5642
551016,551,"15,494","956,844",44.659296,-81.067946,5642
551017,551,"10,817","956,844",44.531369,-79.9353,5642
551018,551,"64,691","956,844",44.500924,-81.221232,5642
551019,551,"9,633","956,844",44.471469,-79.864937,5642
551020,551,"13,317","956,844",44.413666,-80.145211,5642
551021,551,"73,734","956,844",44.24212,-79.931665,5642
551022,551,"66,900","956,844",44.450666,-80.777362,5642
551023,551,"18,536","956,844",44.50075,-80.386654,5642
551024,551,"6,559","956,844",44.394733,-79.860711,5642
551025,551,"4,390","956,844",44.393638,-80.017082,5642
551026,551,"12,922","956,844",44.428688,-81.063712,5642
551027,551,"14,868","956,844",44.427005,-81.376143,5642
551028,551,"62,204","956,844",44.31522,-81.298374,5642
551029,551,"42,180","956,844",43.973362,-79.905832,5642
552001,552,"51,074","507,581",44.428857,-77.133617,5642
552002,552,"14,261","507,581",44.552503,-77.494501,5642
552003,552,"116,428","507,581",44.626377,-78.983967,5642
552004,552,"62,838","507,581",44.427845,-77.431164,5642
552005,552,"15,377","507,581",44.68278,-79.212044,5642
552006,552,"9,083","507,581",44.565978,-78.28193,5642
552007,552,"29,445","507,581",44.485517,-78.001411,5642
552008,552,"26,495","507,581",44.485954,-78.402378,5642
552009,552,"32,674","507,581",44.564478,-79.260517,5642
552010,552,"26,682","507,581",44.309378,-77.733888,5642
552011,552,"111,148","507,581",44.492371,-78.847349,5642
552012,552,"12,077","507,581",44.389394,-78.536682,5642
553001,553,"40,888","1,141,623",44.247947,-77.485042,5642
553002,553,"38,227","1,141,623",44.208175,-77.354308,5642
553003,553,"63,221","1,141,623",44.26342,-77.973427,5642
553004,553,"18,259","1,141,623",44.301926,-77.57728,5642
553005,553,"39,789","1,141,623",44.309395,-78.776882,5642
553006,553,"75,460","1,141,623",44.30194,-79.27204,5642
553007,553,"41,813","1,141,623",44.079235,-77.964531,5642
553008,553,"27,503","1,141,623",44.061076,-77.758987,5642
553010,553,"81,551","1,141,623",44.136284,-78.863119,5642
553011,553,"13,527","1,141,623",44.2921,-79.443675,5642
553012,553,"25,737","1,141,623",44.091212,-78.593466,5642
553013,553,"71,895","1,141,623",44.065531,-79.702315,5642
553014,553,"115,157","1,141,623",43.835726,-77.743092,5642
553015,553,"10,901","1,141,623",44.056382,-78.333913,5642
553016,553,"23,626","1,141,623",44.171417,-79.217249,5642
553017,553,"9,055","1,141,623",44.02695,-78.06411,5642
553018,553,"13,443","1,141,623",44.148944,-79.738427,5642
553019,553,"9,553","1,141,623",44.026182,-78.246159,5642
553020,553,"87,408","1,141,623",43.832864,-78.029037,5642
553021,553,"15,322","1,141,623",44.029532,-78.637882,5642
553022,553,"25,721","1,141,623",44.069904,-79.497284,5642
553023,553,"11,472","1,141,623",43.988748,-78.425917,5642
553024,553,"43,063","1,141,623",44.016467,-79.335199,5642
553025,553,"57,815","1,141,623",43.817324,-78.237181,5642
553026,553,"126,422","1,141,623",43.740636,-78.660579,5642
553027,553,"44,761","1,141,623",43.800931,-78.571935,5642
553028,553,"7,302","1,141,623",43.921096,-78.854565,5642
554001,554,"116,183","141,207",44.317471,-78.31281,5642
554002,554,"25,024","141,207",44.175288,-78.344397,5642
555001,555,"17,065","730,785",44.447977,-76.838441,5642
555002,555,"34,952","730,785",44.344152,-77.04149,5642
555003,555,"29,688","730,785",44.175889,-76.837297,5642
555004,555,"24,990","730,785",44.257696,-77.007657,5642
555005,555,"59,441","730,785",44.043784,-76.661893,5642
555006,555,"66,328","730,785",44.085593,-77.258253,5642
555007,555,"212,614","730,785",43.826809,-76.984567,5642
555008,555,"22,686","730,785",43.941417,-77.242905,5642
555009,555,"7,076","730,785",43.921533,-77.077891,5642
555010,555,"94,372","730,785",43.828041,-77.460098,5642
555011,555,"59,176","730,785",44.292159,-76.659967,5642
555012,555,"17,001","730,785",44.407655,-76.557729,5642
555013,555,"9,192","730,785",44.317019,-76.429187,5642
555014,555,"14,165","730,785",44.297787,-76.354592,5642
555015,555,"7,599","730,785",44.272859,-76.273634,5642
555016,555,"39,880","730,785",44.157189,-76.422542,5642
555017,555,"14,560","730,785",44.232482,-76.598201,5642
556001,556,"35,088","481,237",44.369191,-80.373038,5642
556002,556,"21,317","481,237",44.163729,-80.151876,5642
556003,556,"73,584","481,237",44.245708,-80.691483,5642
556004,556,"116,979","481,237",44.080078,-80.497284,5642
556005,556,"24,644","481,237",44.133433,-80.22566,5642
556006,556,"13,899","481,237",44.261767,-80.888212,5642
556007,556,"19,016","481,237",44.034168,-80.0138,5642
556008,556,"22,579","481,237",44.017153,-80.330593,5642
556009,556,"23,567","481,237",44.145809,-80.991067,5642
556010,556,"14,589","481,237",43.97644,-80.121902,5642
556011,556,"10,544","481,237",43.991697,-80.21438,5642
556012,556,"13,344","481,237",43.937351,-80.743965,5642
556013,556,"42,582","481,237",43.808021,-80.143569,5642
556014,556,"12,233","481,237",43.987242,-80.859379,5642
556015,556,"11,823","481,237",43.891611,-80.201784,5642
556016,556,"25,450","481,237",43.881861,-80.557972,5642
557001,557,"124,271","907,968",44.219996,-81.786898,5642
557002,557,"8,631","907,968",44.227961,-81.219551,5642
557003,557,"391,732","907,968",43.827505,-81.908773,5642
557004,557,"57,887","907,968",43.534451,-81.615985,5642
557005,557,"206,690","907,968",43.367606,-81.042062,5642
557006,557,"48,865","907,968",43.315459,-81.34866,5642
557007,557,"8,792","907,968",43.381271,-81.556239,5642
557008,557,"16,044","907,968",43.197962,-80.614568,5642
557009,557,"45,056","907,968",43.201692,-80.916748,5642
558001,558,"13,897","481,155",44.190745,-81.158668,5642
558002,558,"80,631","481,155",44.041748,-81.095907,5642
558003,558,"12,741","481,155",44.096961,-81.380121,5642
558004,558,"31,539","481,155",43.957141,-81.393326,5642
558005,558,"40,454","481,155",43.676454,-80.827004,5642
558006,558,"41,075","481,155",43.75904,-80.536804,5642
558007,558,"26,315","481,155",43.95571,-81.291855,5642
558008,558,"182,567","481,155",43.750554,-81.243179,5642
558009,558,"6,892","481,155",43.700767,-80.653701,5642
558010,558,"29,356","481,155",43.600336,-81.089007,5642
558011,558,"15,689","481,155",43.603488,-80.778928,5642
559001,559,"7,579","7,579",44.070919,-79.564544,5642
560001,560,"5,930","227,515",43.815733,-80.032651,5642
560002,560,"19,715","227,515",43.688588,-80.030899,5642
560003,560,"89,972","227,515",43.624064,-80.355239,5642
560004,560,"59,115","227,515",43.254794,-80.477277,5642
560005,560,"14,590","227,515",43.465813,-80.534426,5642
560006,560,"25,908","227,515",43.448404,-80.65586,5642
560007,560,"12,284","227,515",43.307139,-80.582522,5642
561001,561,"85,516","175,924",43.872274,-79.19292,5642
561002,561,"90,408","175,924",43.735904,-78.911493,5642
562001,562,"70,970","159,206",43.801,-79.532214,5642
562002,562,"18,697","159,206",43.890011,-79.72715,5642
562003,562,"69,539","159,206",43.658999,-79.809904,5642
563001,563,"122,460","122,460",43.634296,-79.289757,5642
564001,564,"11,060","408,727",43.595983,-79.919665,5642
564002,564,"77,706","408,727",43.391178,-79.745336,5642
564003,564,"66,962","408,727",43.457603,-79.440096,5642
564004,564,"9,168","408,727",43.551676,-79.981642,5642
564005,564,"60,879","408,727",43.420515,-80.169069,5642
564006,564,"13,837","408,727",43.392929,-79.986551,5642
564007,564,"24,668","408,727",43.23121,-80.122676,5642
564008,564,"10,520","408,727",43.324972,-80.133759,5642
564009,564,"79,247","408,727",43.122587,-80.036266,5642
564010,564,"8,835","408,727",43.092151,-79.849958,5642
564011,564,"27,947","408,727",43.002058,-79.926789,5642
564012,564,"11,306","408,727",42.934743,-80.241762,5642
564013,564,"6,592","408,727",42.939304,-79.989422,5642
565001,565,"84,985","1,337,656",43.328971,-81.992087,5642
565002,565,"39,483","1,337,656",43.243712,-81.688138,5642
565003,565,"104,008","1,337,656",43.124464,-82.188002,5642
565004,565,"90,507","1,337,656",42.833762,-81.824381,5642
565005,565,"17,214","1,337,656",42.914507,-81.715847,5642
565006,565,"25,581","1,337,656",42.896958,-81.500901,5642
565007,565,"10,007","1,337,656",42.822632,-80.63526,5642
565008,565,"69,747","1,337,656",42.777501,-81.435821,5642
565009,565,"172,581","1,337,656",42.527185,-80.970521,5642
565010,565,"13,648","1,337,656",42.719033,-81.102759,5642
565011,565,"22,057","1,337,656",42.789746,-81.713352,5642
565012,565,"30,106","1,337,656",42.824298,-82.282447,5642
565013,565,"7,583","1,337,656",42.706852,-80.954906,5642
565014,565,"200,948","1,337,656",42.457426,-81.360643,5642
565015,565,"14,124","1,337,656",42.635889,-81.163402,5642
565016,565,"38,194","1,337,656",42.630228,-81.892464,5642
565017,565,"53,265","1,337,656",42.42096,-81.593226,5642
565018,565,"5,443","1,337,656",42.567,-81.77181,5642
565019,565,"22,841","1,337,656",42.553598,-82.051126,5642
565020,565,"10,605","1,337,656",42.512142,-81.900394,5642
565021,565,"82,550","1,337,656",42.263682,-81.666138,5642
565022,565,"24,688","1,337,656",42.399661,-82.193022,5642
565023,565,"75,179","1,337,656",42.057087,-82.06171,5642
565024,565,"19,038","1,337,656",42.450718,-82.005602,5642
565025,565,"103,270","1,337,656",42.158287,-81.853836,5642
566001,566,"60,232","136,496",43.269783,-79.248672,5642
566002,566,"31,669","136,496",43.25324,-79.595344,5642
566003,566,"18,128","136,496",43.15436,-79.275561,5642
566004,566,"26,468","136,496",43.136354,-79.484586,5642
567001,567,"81,394","335,062",43.164481,-81.536447,5642
567002,567,"40,664","335,062",43.106256,-80.838483,5642
567003,567,"19,662","335,062",43.110345,-81.409983,5642
567004,567,"18,636","335,062",42.991745,-80.790675,5642
567005,567,"32,491","335,062",43.034425,-80.620108,5642
567006,567,"56,031","335,062",43.058845,-81.151164,5642
567007,567,"16,584","335,062",43.043879,-81.328717,5642
567008,567,"69,601","335,062",42.910329,-81.207121,5642
568001,568,"23,422","223,257",43.108525,-80.437421,5642
568002,568,"20,755","223,257",42.998893,-80.383828,5642
568003,568,"45,549","223,257",42.910779,-80.512167,5642
568004,568,"4,062","223,257",42.948019,-80.518172,5642
568005,568,"12,907","223,257",42.82097,-80.305752,5642
568006,568,"6,583","223,257",42.829571,-80.724857,5642
568007,568,"3,485","223,257",42.791153,-80.589919,5642
568008,568,"90,470","223,257",42.529947,-80.688323,5642
568009,568,"6,305","223,257",42.750856,-80.652979,5642
568010,568,"2,841","223,257",42.745509,-80.794366,5642
568011,568,"6,876","223,257",42.644646,-80.669096,5642
569001,569,"226,891","558,914",42.940046,-79.15521,5642
569002,569,"6,116","558,914",43.071847,-79.292437,5642
569003,569,"1,506","558,914",43.031111,-79.292562,5642
569004,569,"38,058","558,914",42.963456,-80.152041,5642
569005,569,"28,683","558,914",42.928741,-79.453664,5642
569006,569,"140,209","558,914",42.734749,-79.817806,5642
569007,569,"32,106","558,914",42.749293,-79.483541,5642
569008,569,"22,245","558,914",42.72237,-79.590553,5642
569009,569,"48,632","558,914",42.715622,-80.080272,5642
569010,569,"14,468","558,914",42.722475,-80.275272,5642
570001,570,"135,264","613,673",42.823279,-82.016552,5642
570002,570,"32,325","613,673",42.36694,-82.459752,5642
570003,570,"15,250","613,673",42.560653,-82.312108,5642
570004,570,"7,168","613,673",42.570627,-82.476066,5642
570005,570,"33,796","613,673",42.485421,-82.581991,5642
570006,570,"20,258","613,673",42.465974,-82.284298,5642
570007,570,"354,808","613,673",42.23128,-82.818101,5642
570008,570,"6,205","613,673",42.342275,-82.284007,5642
570009,570,"4,078","613,673",42.303028,-83.013948,5642
570010,570,"4,520","613,673",42.255696,-83.06655,5642
571001,571,"22,064","203,826",42.746037,-80.42466,5642
571002,571,"7,609","203,826",42.654211,-80.318879,5642
571003,571,"33,297","203,826",42.462353,-80.586087,5642
571004,571,"140,857","203,826",42.494299,-80.239445,5633
572001,572,"31,171","251,207",41.958271,-82.720424,5642
572002,572,"10,974","251,207",41.93257,-82.657005,5642
572003,572,"35,276","251,207",41.987706,-83.045139,5642
572004,572,"28,238","251,207",41.938728,-82.832992,5642
572005,572,"86,005","251,207",41.823578,-82.442064,5642
572006,572,"19,380","251,207",41.916898,-82.931243,5642
572007,572,"40,164","251,207",41.787134,-82.681309,5642
581005,581,"22,127","1,335,563",57.035725,-120.948606,4196
581008,581,"126,575","1,335,563",57.202035,-120.181048,4196
581009,581,"41,267","1,335,563",57.067989,-120.57287,4196
581011,581,"93,761","1,335,563",56.853132,-120.196567,4117
581012,581,"18,908","1,335,563",56.694376,-120.512481,4196
583010,583,"17,687","1,039,440",56.595679,-120.375992,4196
583011,583,"106,683","1,039,440",56.644216,-118.641436,3837
583013,583,"76,437","1,039,440",56.54361,-119.963434,4017
583016,583,"10,813","1,039,440",56.295372,-120.191698,4196
583018,583,"48,125","1,039,440",56.395578,-117.839274,3837
583019,583,"19,832","1,039,440",56.635728,-120.158944,4017
584003,584,"54,724","453,627",56.588604,-118.211719,3837
585002,585,"89,388","1,066,011",56.956694,-122.299536,4196
585003,585,"30,469","1,066,011",56.88987,-122.596011,4196
585005,585,"133,527","1,066,011",56.972693,-121.191601,4196
585006,585,"43,201","1,066,011",57.061907,-121.623112,4196
585007,585,"77,843","1,066,011",56.614723,-122.278216,4196
585008,585,"69,301","1,066,011",56.747102,-121.850752,4196
585009,585,"6,673","1,066,011",56.993783,-121.733625,4196
585010,585,"87,097","1,066,011",56.796019,-121.77904,4196
585011,585,"32,388","1,066,011",56.811523,-121.332961,4196
585012,585,"32,844","1,066,011",56.601871,-121.808172,4196
585013,585,"12,036","1,066,011",56.564447,-121.907478,4196
585015,585,"154,696","1,066,011",56.509959,-121.248664,4196
585018,585,"27,444","1,066,011",56.422837,-121.82169,4196
585021,585,"4,752","1,066,011",56.714203,-121.029186,4196
585024,585,"36,375","1,066,011",56.195839,-122.008975,4196
585025,585,"21,388","1,066,011",56.306956,-121.874734,4196
585026,585,"14,166","1,066,011",56.328074,-121.312394,4196
585027,585,"12,670","1,066,011",56.363585,-120.960382,4196
586001,586,"122,347","1,003,773",58.543819,-116.23462,3837
586002,586,"162,024","1,003,773",58.365537,-117.432094,3837
586003,586,"75,529","1,003,773",58.081159,-117.703049,3837
586004,586,"53,527","1,003,773",58.460977,-116.484666,3837
586005,586,"90,332","1,003,773",58.317171,-115.879836,3837
586008,586,"21,630","1,003,773",57.932126,-117.558013,3837
586010,586,"32,193","1,003,773",57.759837,-117.017381,3837
586011,586,"28,041","1,003,773",57.749545,-117.744635,3837
586012,586,"56,781","1,003,773",57.97594,-116.818981,3837
586013,586,"62,043","1,003,773",57.748112,-117.427999,3837
586014,586,"18,803","1,003,773",58.086153,-116.253095,3837
586015,586,"21,932","1,003,773",58.016348,-116.4196,3837
586016,586,"96,863","1,003,773",57.689987,-116.657284,3837
587001,587,"88,984","257,262",58.307259,-116.983083,3837
587002,587,"82,694","257,262",58.134245,-116.95996,3837
587003,587,"49,320","257,262",58.42947,-115.915847,3837
587005,587,"9,809","257,262",58.184763,-116.50838,3837
587006,587,"15,031","257,262",58.180627,-116.39751,3837
588003,588,"201,707","784,811",57.160646,-116.772733,3837
588004,588,"27,757","784,811",57.260509,-117.350308,3837
588005,588,"40,830","784,811",56.934754,-117.80185,3837
588006,588,"211,054","784,811",57.282931,-116.285089,3837
588007,588,"57,461","784,811",56.738957,-117.199784,3837
588008,588,"12,463","784,811",57.140493,-117.382683,3837
588009,588,"62,037","784,811",56.81735,-117.561042,3837
588010,588,"28,970","784,811",57.020352,-117.592093,3837
588011,588,"10,236","784,811",56.985927,-117.294195,3837
588012,588,"25,720","784,811",56.790474,-117.390193,3837
588013,588,"21,754","784,811",56.484673,-117.221635,3837
588014,588,"47,202","784,811",56.228879,-117.116989,3837
589002,589,"29,035","147,558",57.421189,-117.143187,3837
590001,590,"69,320","327,760",56.631505,-117.557627,3837
590002,590,"19,449","327,760",56.683774,-117.770676,3837
590003,590,"65,379","327,760",56.344955,-117.67791,3837
590004,590,"70,597","327,760",56.217767,-118.156933,3837
590005,590,"18,601","327,760",56.358297,-117.409284,3837
590006,590,"84,414","327,760",56.179112,-117.908697,3837
591001,591,"50,515","1,437,995",56.597139,-120.610281,4196
591002,591,"16,533","1,437,995",56.295402,-121.442104,4196
591003,591,"19,055","1,437,995",56.263367,-120.602867,4196
591004,591,"19,496","1,437,995",56.547663,-120.824555,4196
591005,591,"22,001","1,437,995",56.429615,-120.875624,4196
591006,591,"38,171","1,437,995",56.226408,-121.676893,4196
591007,591,"13,543","1,437,995",56.103979,-122.00468,4196
591008,591,"39,457","1,437,995",56.123465,-121.659384,4196
591009,591,"25,985","1,437,995",56.381657,-120.559779,4196
591010,591,"44,993","1,437,995",56.343725,-120.35173,4196
591012,591,"13,378","1,437,995",55.960877,-121.974521,4196
591013,591,"39,915","1,437,995",56.038467,-121.594099,4196
591015,591,"60,403","1,437,995",56.08036,-121.274458,4196
