Table 3. SLC polygons (2011) to be modelled in the Holos V4 simulations,,,,Polygon centroid coordinates,
SLC polygon #,Ecodistrict #,SLC polygon area (ha),Ecodistrict area (ha),Latitude,Longitude
992006,992,"79,847","215,188",49.264559,-115.583005
995006,995,"70,100","1,092,091",50.797073,-116.199801
995024,995,"79,795","1,092,091",49.717355,-115.469552
996011,996,"109,222","584,703",53.742488,-118.889444
999021,999,"20,907","1,943,668",51.589321,-115.676522
999022,999,"181,265","1,943,668",51.369944,-115.496527
1001009,1001,"42,259","414,276",50.496701,-121.723824
1001010,1001,"68,736","414,276",50.83415,-121.462224
1001012,1001,"8,624","414,276",50.70924,-121.57321
1001016,1001,"41,934","414,276",50.272918,-121.249436
1002020,1002,"14,237","554,099",50.440832,-121.735966
1004001,1004,"103,602","962,195",51.58479,-120.435543
1004005,1004,"54,166","962,195",51.587548,-119.840248
1004013,1004,"6,932","962,195",50.960759,-119.293137
1004014,1004,"17,641","962,195",50.79111,-119.335833
1004015,1004,"16,307","962,195",50.80512,-119.265765
1004018,1004,"8,226","962,195",50.715644,-119.245086
1004019,1004,"3,969","962,195",50.678069,-119.343912
1004020,1004,"24,230","962,195",50.592572,-119.282757
1004021,1004,"4,599","962,195",50.650631,-119.102015
1004022,1004,"74,601","962,195",50.697062,-119.623225
1004023,1004,"18,230","962,195",51.635897,-120.054605
1004025,1004,"90,541","962,195",50.934601,-119.775049
1004026,1004,"39,385","962,195",51.130436,-120.284504
1004027,1004,"26,250","962,195",51.17275,-119.936462
1004030,1004,"27,379","962,195",50.869824,-120.071033
1005001,1005,"6,259","272,180",50.872472,-121.38964
1005002,1005,"5,913","272,180",50.615193,-119.906156
1005003,1005,"12,362","272,180",50.666496,-120.257145
1005004,1005,"7,426","272,180",50.725164,-119.794661
1005005,1005,"7,197","272,180",51.095544,-120.175717
1005006,1005,"11,402","272,180",50.935992,-120.18625
1005007,1005,"16,304","272,180",50.822748,-120.441857
1005008,1005,"6,770","272,180",50.795685,-120.379411
1005009,1005,"5,341","272,180",50.79453,-120.330912
1005010,1005,"9,581","272,180",50.803112,-120.228993
1005011,1005,"6,234","272,180",50.728522,-120.326679
1005012,1005,"19,103","272,180",50.713731,-120.040388
1005013,1005,"14,466","272,180",50.712322,-119.850149
1005014,1005,"43,100","272,180",50.857841,-120.992846
1005015,1005,"19,739","272,180",50.797482,-120.926455
1005016,1005,"24,834","272,180",50.776516,-121.118829
1005017,1005,"9,084","272,180",50.678045,-121.341012
1005018,1005,"40,010","272,180",50.64577,-120.395772
1005019,1005,"7,055","272,180",50.598661,-121.240736
1006002,1006,"7,399","1,454,845",50.471934,-119.690862
1006004,1006,"66,091","1,454,845",49.407445,-120.540222
1006006,1006,"10,005","1,454,845",49.63948,-119.936983
1006007,1006,"6,350","1,454,845",49.500022,-120.482166
1006009,1006,"31,511","1,454,845",50.489361,-120.307803
1006011,1006,"244,988","1,454,845",49.345187,-120.393018
1006014,1006,"166,391","1,454,845",50.467624,-120.696023
1006018,1006,"135,521","1,454,845",50.026604,-120.947584
1006020,1006,"13,608","1,454,845",50.285423,-120.846387
1006022,1006,"160,224","1,454,845",50.36415,-119.520074
1006023,1006,"23,388","1,454,845",50.210548,-120.445827
1006024,1006,"63,568","1,454,845",50.078597,-120.264181
1006025,1006,"4,838","1,454,845",50.104533,-120.758697
1006026,1006,"18,431","1,454,845",50.08853,-120.631236
1006027,1006,"5,370","1,454,845",49.997264,-120.573508
1006029,1006,"46,848","1,454,845",49.851201,-120.582423
1007001,1007,"7,595","295,557",50.509234,-119.364308
1007002,1007,"3,934","295,557",50.566556,-119.118956
1007003,1007,"7,400","295,557",50.502617,-119.224777
1007004,1007,"13,496","295,557",50.424884,-119.21732
1007005,1007,"3,172","295,557",50.410806,-119.178172
1007006,1007,"7,556","295,557",50.279411,-119.344791
1007007,1007,"7,432","295,557",50.273875,-119.259055
1007008,1007,"14,813","295,557",50.156662,-119.398614
1007009,1007,"14,748","295,557",50.012166,-119.318066
1007010,1007,"7,135","295,557",50.026481,-119.406675
1007011,1007,"4,556","295,557",49.95916,-119.452136
1007012,1007,"15,316","295,557",49.846771,-119.419243
1007013,1007,"1,968","295,557",49.9287,-119.425906
1007014,1007,"7,862","295,557",49.845544,-119.583208
1007015,1007,"4,801","295,557",49.870104,-119.468757
1007016,1007,"2,974","295,557",49.783192,-119.714725
1007017,1007,"9,042","295,557",49.735647,-119.667482
1007018,1007,"45,982","295,557",49.476025,-119.738418
1007019,1007,"24,385","295,557",49.485518,-119.524928
1007020,1007,"15,961","295,557",49.595707,-119.65949
1007021,1007,"1,888","295,557",49.390273,-119.584579
1007022,1007,"73,540","295,557",49.81575,-119.6729
1008001,1008,"14,918","808,314",50.322599,-119.094545
1008003,1008,"16,513","808,314",50.277707,-119.024883
1008004,1008,"15,839","808,314",50.265907,-118.776415
1008005,1008,"7,745","808,314",50.224519,-119.139281
1008006,1008,"33,078","808,314",50.221443,-118.828654
1008008,1008,"4,360","808,314",50.23019,-118.588581
1008009,1008,"97,038","808,314",49.54777,-118.92422
1008011,1008,"23,193","808,314",49.812946,-119.332718
1008014,1008,"115,076","808,314",49.213613,-118.97277
1008016,1008,"18,299","808,314",49.468733,-118.846768
1008019,1008,"50,724","808,314",49.247789,-118.674559
1008020,1008,"7,508","808,314",49.05092,-118.397112
1008022,1008,"3,782","808,314",49.152378,-118.455485
1009007,1009,"38,495","459,288",49.130528,-120.054501
1009011,1009,"28,010","459,288",49.269918,-119.752697
1009013,1009,"5,940","459,288",49.203817,-119.793651
1009014,1009,"14,942","459,288",49.126087,-119.670742
1009017,1009,"11,575","459,288",49.081759,-119.786598
1009018,1009,"5,595","459,288",49.013578,-119.687272
1010001,1010,"16,024","72,589",49.342047,-119.641124
1010002,1010,"7,847","72,589",49.212642,-119.546889
1010003,1010,"30,115","72,589",49.147768,-119.42869
1010004,1010,"9,839","72,589",49.084516,-119.509578
1010005,1010,"8,764","72,589",49.037042,-119.569281
1011001,1011,"2,931","50,696",49.027353,-119.29836
1011002,1011,"28,708","50,696",49.034076,-118.978561
1011003,1011,"6,605","50,696",49.021833,-118.588756
1011004,1011,"12,452","50,696",49.039766,-118.463688
1012002,1012,"174,767","799,242",49.520857,-118.438853
1012008,1012,"5,361","799,242",49.315733,-118.449488
1012013,1012,"19,707","799,242",49.095665,-117.669935
1012014,1012,"32,349","799,242",49.231046,-117.581674
1012020,1012,"23,994","799,242",49.038817,-117.406573
1012021,1012,"24,655","799,242",49.109502,-117.418853
1013004,1013,"39,327","241,999",53.746528,-121.009981
1013008,1013,"24,369","241,999",53.276424,-120.122129
1013009,1013,"19,276","241,999",53.072126,-119.667623
1013010,1013,"25,285","241,999",52.84749,-119.322108
1014002,1014,"8,142","35,862",51.513164,-117.171792
1015001,1015,"31,700","436,758",51.138737,-116.765171
1015002,1015,"81,143","436,758",51.01006,-116.653453
1015003,1015,"7,838","436,758",51.421438,-116.994502
1015004,1015,"15,862","436,758",50.549703,-116.044416
1015005,1015,"30,003","436,758",50.536197,-116.111608
1015006,1015,"16,181","436,758",50.461552,-115.921405
1015008,1015,"41,681","436,758",49.624958,-115.607937
1015009,1015,"30,941","436,758",49.852089,-115.869033
1015011,1015,"9,963","436,758",49.82931,-115.676062
1015012,1015,"20,851","436,758",49.673012,-115.808891
1015013,1015,"7,403","436,758",49.673739,-115.977775
1015014,1015,"9,552","436,758",49.581373,-115.772227
1015015,1015,"22,723","436,758",49.529665,-115.809225
1015016,1015,"68,376","436,758",49.35039,-115.319395
1015018,1015,"11,507","436,758",49.04459,-115.118856
1016002,1016,"29,133","91,812",51.240188,-114.97163
1016003,1016,"37,310","91,812",51.150082,-114.906468
1017007,1017,"20,883","875,057",49.953735,-114.907135
1017008,1017,"32,207","875,057",49.67845,-114.824874
1017009,1017,"13,897","875,057",49.778882,-114.756498
1017012,1017,"14,164","875,057",49.580081,-114.9855
1017024,1017,"79,921","875,057",50.773548,-114.768381
1018001,1018,"13,682","281,998",49.635664,-114.546017
1018002,1018,"37,691","281,998",49.151089,-113.767231
1018003,1018,"17,299","281,998",49.040842,-113.688575
1018004,1018,"20,316","281,998",49.38662,-114.216834
1018005,1018,"76,229","281,998",50.24265,-114.359559
1018006,1018,"45,638","281,998",49.976702,-114.083837
1018007,1018,"45,976","281,998",49.467155,-114.12393
1018008,1018,"25,168","281,998",49.441619,-114.272766
1019004,1019,"62,162","193,932",49.140479,-114.013166
9593001,9593,"28,930","133,264",56.052952,-117.668191
9593002,9593,"104,334","133,264",56.002813,-118.301328
9607001,9607,"219,199","940,873",58.230926,-114.637921
9609001,9609,"34,100","238,652",55.133115,-112.510302
9609002,9609,"90,044","238,652",55.058222,-112.360148
9609003,9609,"68,884","238,652",54.998555,-111.842612
9609005,9609,"22,248","238,652",54.958089,-112.049764
9609006,9609,"20,192","238,652",54.929831,-111.702827
9687001,9687,"40,026","375,906",54.117756,-112.633719
9687002,9687,"43,310","375,906",54.112085,-112.246653
9687003,9687,"39,377","375,906",54.15848,-111.973961
9687004,9687,"46,984","375,906",54.097079,-111.443722
9687005,9687,"16,922","375,906",54.05031,-111.907938
9687006,9687,"15,317","375,906",53.850701,-111.741894
